numero	classe	numero_processo	menções	primeira_linha	contexto
1951	RE	631389	2	9923	= RE 631.389, rel. min. Marco Aurélio, j. 25-9-2013, P, DJE de 3-6-2014, Tema 351, com mérito julgado
1952	RE	593068	2	9987	[RE 593.068, rel. min. Roberto Barroso, j. 11-10-2018, P, DJE de 22-3-2019, Tema 163, com mérito julgado.]
1953	RE	463348	2	9990	[RE 463.348, rel. min. Sepúlveda Pertence, j. 14-2-2006, 1ª T, DJ de 7-4-2006.]
1954	RE	467624	2	9991	= RE 467.624 AgR, rel. min. Cármen Lúcia, j. 26-5-2009, 1ª T, DJE de 1º-7-2009
1955	RE	630935	2	9994	= RE 630.935 AgR, rel. min. Cármen Lúcia, j. 15-2-2011, 1ª T, DJE de 4-3-2011
1956	ADI	4863	2	10018	[ADI 4.863, rel. min. André Mendonça, j. 11.11.2025, P, DJE de 04.12.2025.]
1957	ADI	3297	2	10022	[ADI 3.297, rel. min. Alexandre de Moraes, j. 11-10-2019, P, DJE de 25-10-2019.]
1958	RE	580871	2	10032	No ordenamento jurídico vigente, não há norma, expressa nem sistemática, que atribua à condição jurídico-subjetiva da aposentadoria de servidor públic
1959	ARE	1582423	2	10047	[ARE 1.582.423 AgR, rel. min. Cármen Lúcia, j. 25-2-2026, 1ª T, DJE de 3-3-2026.]
1960	ADI	230	2	10069	[ADI 230, rel. min. Cármen Lúcia, j. 1º-2-2010, P, DJE de 30-10-2014.]
1961	ADI	5437	2	10105	[ADI 5.437, rel.. min. Cármen Lúcia, j. 23-11-2020, P, DJE de 3-12-2020.]
1962	MS	23187	2	10119	[MS 23.187, rel. min. Eros Grau, j. 27-5-2010, P, DJE de 6-8-2010.]
1963	MS	23034	2	10120	Vide MS 23.034, rel. min. Octavio Gallotti, j. 29-3-1999, P, DJ de 18-6-1999
1964	MS	23474	2	10128	[MS 23.474, rel. min. Gilmar Mendes, j. 14-9-2006, P, DJ de 23-2-2007.]
1965	RE	240735	2	10169	[RE 240.735 AgR, rel. min. Eros Grau, j. 28-3-2006, 2ª T, DJ de 5-5-2006.]
1966	ACO	3396	2	10191	[ACO 3.396, rel. min. Alexandre de Moraes, j. 5-10-2020, P, DJE de 19-10-2020.]
1967	RE	495341	2	10196	[RE 495.341 AgR, rel. min. Ellen Gracie, j. 14-9-2010, 2ª T, DJE de 1º-10-2010.]
1968	RE	428511	2	10321	[RE 428.511 AgR, rel. min. Sepúlveda Pertence, j. 14-2-2006, 1ª T, DJ de 17-3-2006.]
1969	RE	433305	2	10323	[RE 433.305, rel. min. Sepúlveda Pertence, j. 14-2-2006, 1ª T, DJ de 10-3-2006.]
1970	ADO	38	2	10396	O sistema eleitoral proporcional, previsto na Constituição para a eleição de Deputados Federais (art. 45, caput), é aquele no qual se busca a inclusão
1971	ADI	267	2	10416	[ADI 267 MC, rel. min. Celso de Mello, j. 25-10-1990, P, DJ de 19-5-1995.]
1972	ACO	3568	2	10447	A cessão de uso de bem público por parte da Administração serve para que órgãos da mesma pessoa jurídica - ou de pessoas diversas - fiquem incumbidos 
1973	ADI	6121	2	10451	[ADI 6.121 MC, rel. min. Marco Aurélio, j. 13-6-2019, P, DJE de 28-11-2019.]
1974	ADI	1231	2	10458	[ADI 1.231, rel. min. Carlos Velloso, j. 15-12-2005, P, DJ de 28-4-2006.]
1975	ADI	51	2	10463	[ADI 51, rel. min. Paulo Brossard, j. 25-10-1989, P, DJ de 17-9-1993.]
1976	ADI	578	2	10464	= ADI 578, rel. min. Maurício Corrêa, j. 3-3-1999, P, DJ de 18-5-2001
1977	ADC	39	2	10473	(...) a denúncia pelo Presidente da República de tratados internacionais aprovados pelo Congresso Nacional, para que produza efeitos no ordenamento ju
1978	ADI	748	2	10492	[ADI 748 MC, rel. min. Celso de Mello, j. 1º-7-1992, P, DJ de 6-11-1992.]
1979	ADI	3059	2	10522	[ADI 3.059 MC, voto do rel. min. Ayres Britto, j. 15-4-2004, P, DJ de 20-8-2004.]
1980	ADI	6651	2	10540	[ADI 6.651, rel. min. Edson Fachin, j. 21-2-2022, P, DJE de 30-3-2022.]
1981	ADI	5540	2	10566	[ADI 5.540, rel. min. Edson Fachin, j. 3-5-2017, P, DJE de 28-3-2019.]
1982	INQ	4327	2	10572	A imunidade formal prevista nos arts. 86, caput e 51, I, da Constituição Federal tem por finalidade tutelar o regular exercício dos cargos de Presiden
1983	ADI	1782	2	10584	[ADI 1.782, rel. min. Maurício Corrêa, j. 9-9-1999, P, DJ de 15-10-1999.]
1984	MS	21623	2	10600	[MS 21.623, rel. min. Carlos Velloso, j. 17-12-1992, P, DJ de 28-5-1993.]
1985	MS	30672	2	10604	Impeachment. Ministro do STF. (...) Na linha da jurisprudência firmada pelo Plenário desta Corte, a competência do presidente da Câmara dos Deputados 
1986	MS	23885	2	10604	Impeachment. Ministro do STF. (...) Na linha da jurisprudência firmada pelo Plenário desta Corte, a competência do presidente da Câmara dos Deputados 
1987	ADI	4150	2	10609	[ADI 4.150, rel. min. Marco Aurélio, j. 25-2-2015, P, DJE de 19-3-2015.]
1988	ADI	3786	2	10628	[ADI 3.786, rel. min. Alexandre de Moraes, j. 3-10-2019, P, DJE de 18-12-2019.]
1989	MS	39639	2	10658	A autorização para realizar trabalho remoto, fora do país, sujeita-se à disciplina normativa aplicável ao órgão em que labora o servidor. Inexistência
1990	MS	34418	2	10664	Impeachment de Presidente da República. Votação no Senado Federal. Cisão de votações referentes à perda do cargo e à inabilitação, por oito anos, para
1991	ADI	1628	2	10667	[ADI 1.628, voto do rel. min. Eros Grau, j. 10-8-2006, P, DJ de 24-11-2006.]
1992	INQ	3932	2	10687	[Inq 3.932 e Pet 5.243, rel. min. Luiz Fux, j. 21-6-2016, 1ª T, DJE de 9-9-2016.]
1993	PET	5243	2	10687	[Inq 3.932 e Pet 5.243, rel. min. Luiz Fux, j. 21-6-2016, 1ª T, DJE de 9-9-2016.]
1994	INQ	1958	2	10688	Vide Inq 1.958, red. do ac. min. Ayres Britto, j. 29-10-2003, P, DJ de 18-2-2005
1995	INQ	1710	2	10706	A palavra "inviolabilidade" significa intocabilidade, intangibilidade do parlamentar quanto ao cometimento de crime ou contravenção. Tal inviolabilida
1996	INQ	2295	2	10708	= Inq 2.295, red. do ac. min. Menezes Direito, j. 23-10-2008, P, DJE de 5-6-2009
1997	ADPF	424	2	10721	[ADPF 424, rel. min. Cristiano Zanin, j. 29.09.2025, P, DJE de 13.10.2025.]
1998	INQ	4342	2	10722	(...) por se tratar de prerrogativa do cargo, e não de privilégio pessoal, o foro privativo para atos cometidos no exercício das funções deve subsisti
1999	INQ	4787	2	10723	[Inq 4.787 AgR-QO, rel. min. Gilmar Mendes, j. 12.03.2025, P, DJE de 27.05.2025.]
2000	INQ	3734	2	10724	A Turma, por maioria de votos, já decidiu que a renúncia de parlamentar, após o final da instrução, não acarreta a perda de competência do STF. (...) 
2001	AP	568	2	10725	[AP 568, rel. min. Roberto Barroso, j. 14-4-2015, 1ª T, DJE de 18-5-2015.]
2002	AP	563	2	10727	[AP 563, rel. min. Teori Zavascki, j. 21-10-2014, 2ª T, DJE de 28-11-2014.]
2003	PET	3421	2	10741	[Pet 3.421 AgR, rel. min. Cezar Peluso, j. 25-6-2009, P, DJE de 4-6-2010.]
2004	INQ	2429	2	10743	Vide Inq 2.429 AgR, rel. min. Joaquim Barbosa, j. 27-6-2007, P, DJE de 17-8-2007
2005	AP	2668	2	10771	[AP 2.668 QO, rel. min. Alexandre de Moraes, j. 14.05.2025, 1ª T, DJE de 14.05.2025.]
2006	MS	34064	2	10816	[MS 34.064 MC, rel. min. Celso de Mello, j. 16-3-2016, dec. monocrática, DJE de 18-3-2016.]
2007	INQ	777-3	2	10864	O membro do Congresso Nacional que se licencia do mandato para investir-se no cargo de ministro de Estado não perde os laços que o unem, organicamente
2008	MS	34777	2	10875	O quociente partidário para o preenchimento de cargos vagos é definido em função da coligação, contemplando seus candidatos mais votados, independente
2009	ADI	5525	2	10881	O legislador ordinário federal pode prever hipóteses de vacância de cargos eletivos fora das situações expressamente contempladas na Constituição, com
2010	ADPF	715	2	10901	[ADPF 714, ADPF 715 e ADPF 716, rel. min. Gilmar Mendes, j. 17-2-2021, P, DJE 25-2-2021.]
2011	ADPF	716	2	10901	[ADPF 714, ADPF 715 e ADPF 716, rel. min. Gilmar Mendes, j. 17-2-2021, P, DJE 25-2-2021.]
2012	ADPF	1	2	10903	[ADPF 1 QO, rel. min. Néri da Silveira, j. 3-2-2000, P, DJ de 7-11-2003.]
2013	ADPF	871	2	10917	[ADPF 871, rel. min. Cármen Lúcia, j. 23-11-2021, P, DJE de 3-12-2021.]Vide ADI 6.524, rel. min. Gilmar Mendes, j. 15-12-2020, P, DJE de 6-4-2021.
2014	HC	100200	2	10983	[HC 100.200, rel. min. Joaquim Barbosa, j. 8-4-2010, P, DJE de 27-8-2010.]
2015	MS	26441	2	10987	[MS 26.441, rel. min. Celso de Mello, j. 25-4-2007, P, DJE de 18-12-2009.]
2016	MS	24831	2	10988	Vide MS 24.831, rel. min. Celso de Mello, j. 22-6-2005, P, DJ de 4-8-2006
2017	HC	71261	2	11010	[HC 71.261, rel. min. Sepúlveda Pertence, j. 11-5-1994, P, DJ de 24-6-1994.]
2018	HC	72435	2	11030	[HC 72.435, voto do rel. min. Celso de Mello, j. 12-9-1995, 1ª T, DJE de 14-8-2009.]
2019	ARE	1521802	2	11038	[ARE 1.521.802, rel. min. Edson Fachin, j. 15.09.2025, P, DJE de 19.09.2025, Tema 1.352, com mérito julgado.]
2020	ADI	2362	2	11067	[ADI 2.356 MC e ADI 2.362 MC, red. do ac. min. Ayres Britto, j. 25-11-2010, P, DJE de 19-5-2011.]
2021	ADI	815	2	11098	[ADI 815, rel. min. Moreira Alves, j. 28-3-1996, P, DJ de 10-5-1996.]
2022	ADI	466	2	11124	[ADI 466, rel. min. Celso de Mello, j. 3-4-1991, P, DJ de 10-5-1991.]
2023	ADI	2583	2	11155	[ADI 2.583, rel. min. Cármen Lúcia, j. 1º-8-2011, P, DJE de 26-8-2011.]
2024	ADI	2305	2	11167	= ADI 2.305, rel. min. Cezar Peluso, j. 30-6-2011, P, DJE de 5-8-2011= ADI  6.337, rel. min. Rosa Weber, j. 24-8-2020, P, DJE de 22-10-2020.]
2025	ARE	878911	2	11172	Não usurpa a competência privativa do chefe do Poder Executivo lei que, embora crie despesa para a administração pública, não trata da sua estrutura o
2026	RE	1513460	2	11174	[RE 1.513.460, rel. min. Gilmar Mendes, j. 16-12-2025, P, DJE de 8-1-2026.]
2027	ADI	7149	2	11190	[ADI 7.149, rel. min. Ricardo Lewandowski, j. 26-9-2022, P, DJE de 5-10-2022.]
2028	ADI	4354	2	11195	[ADI 4.354, rel. min. Dias Toffoli, j. 07.11.2024, P, DJE de 28.02.2025.]
2029	ADI	2079	2	11225	[ADI 2.079, rel. min. Maurício Corrêa, j. 29-4-2004, P, DJ de 18-6-2004.]
2030	RE	590829	2	11230	Descabe, em lei orgânica de Município, a normatização de direitos dos servidores, porquanto a prática acaba por afrontar a iniciativa do chefe do Pode
2031	ADI	2464	2	11241	[ADI 2.464, rel. min. Ellen Gracie, j. 11-4-2007, P, DJ de 25-5-2007.]
2032	RE	601348	2	11242	= RE 601.348 ED, rel. min. Ricardo Lewandowski, j. 22-11-2011, 2ª T, DJE de 7-12-2011
2033	ADI	3205	2	11243	Vide ADI 3.205, rel. min. Sepúlveda Pertence, j. 19-10-2006, P, DJ de 17-11-2006
2034	ARE	743480	2	11253	A norma não reserva à iniciativa privativa do presidente da República toda e qualquer lei que cuide de tributos, senão apenas a matéria tributária dos
2035	ADI	3792	2	11271	[ADI 3.792, rel. min. Dias Toffoli, j. 22-9-2016, P, DJE de 1º-8-2017.]
2036	ADI	3403	2	11284	[ADI 3.403, rel. min. Joaquim Barbosa, j. 18-6-2007, P, DJ de 24-8-2007.]
2037	ADI	400	2	11307	[ADI 400, rel. min. Nunes Marques, red. do ac. min. Roberto Barroso, j. 21-6-2022, P, DJE de 19-8-2022.]
2038	ADI	4075	2	11312	[ADI 4.075 MC, rel. min. Joaquim Barbosa, j. 4-6-2008, P, DJE de 20-6-2008.]
2039	ADI	2857	2	11327	[ADI 2.857, rel. min. Joaquim Barbosa, j. 30-8-2007, P, DJ de 30-11-2007.]
2040	ADI	1144	2	11336	[ADI 1.144, rel. min. Eros Grau, j. 16-8-2006, P, DJ de 8-9-2006.]
2041	ADI	5709	2	11358	[ADI 5.709, ADI 5.716, ADI 5.717 e ADI 5.727, rel. min. Rosa Weber, j. 27-3-2019, P, DJE de 28-6-2019.]
2042	ADI	5716	2	11358	[ADI 5.709, ADI 5.716, ADI 5.717 e ADI 5.727, rel. min. Rosa Weber, j. 27-3-2019, P, DJE de 28-6-2019.]
2043	ADI	5717	2	11358	[ADI 5.709, ADI 5.716, ADI 5.717 e ADI 5.727, rel. min. Rosa Weber, j. 27-3-2019, P, DJE de 28-6-2019.]
2044	ADI	5727	2	11358	[ADI 5.709, ADI 5.716, ADI 5.717 e ADI 5.727, rel. min. Rosa Weber, j. 27-3-2019, P, DJE de 28-6-2019.]
2045	ADI	2984	2	11372	[ADI 2.984 MC, rel. min. Ellen Gracie, j. 4-9-2003, P, DJ de 14-5-2004.]
2046	ADI	221	2	11394	[ADI 221 MC, rel. min. Moreira Alves, voto do min. Celso de Mello, j. 29-3-1990, P, DJ de 22-10-1993.]
2047	ADPF	216	2	11438	[ADPF 216, rel. min. Cármem Lúcia, j. 14-3-2018, P, DJE de 23-3-2020.]
2048	ADPF	661	2	11444	[ADPF 661, rel. min. Alexandre de Moraes, j. 8-9-2021, P, DJE de 15-9-2021.]
2049	ADI	5706	2	11548	A inobservância do prazo previsto no artigo 66, § 4º, da Constituição Federal para o Poder Legislativo apreciar o veto do chefe do Poder Executivo a p
2050	ADI	1296	2	11574	Matéria tributária e delegação legislativa: a outorga de qualquer subsídio, isenção ou crédito presumido, a redução da base de cálculo e a concessão d
2051	ADI	2688	2	11576	= ADI 2.688, rel. min. Joaquim Barbosa, j. 1º-6-2011, P, DJE de 26-8-2011
2052	PET	3606	2	11609	[Pet 3.606 AgR, rel. min. Sepúlveda Pertence, j. 21-9-2006, P, DJ de 27-10-2006.]
2053	MS	37082	2	11616	[MS 37.082 AgR, rel. min. Cristiano Zanin, j. 25-2-2026, 1ª T, DJE de 2-3-2026.]
2054	ADI	7459	2	11629	[ADI 7.459, rel. min. Dias Toffoli, j. 01.07.2025, P, DJE de 08.07.2025.]
2055	ADI	2324	2	11631	Lei complementar 101/2000. Lei de Responsabilidade Fiscal (LRF). Artigos 56, § 2º, e 59, caput. Inexistência de usurpação de competência. (...) Inexis
2056	ADI	916	2	11633	[ADI 916, rel. min. Joaquim Barbosa, j. 2-2-2009, P, DJE de 6-3-2009.]
2057	ADI	2597	2	11635	[ADI 2.597, red. do ac. min. Eros Grau, rel. min. Nelson Jobim, j. 4-8-2004, P, DJ de 17-8-2007.]
2058	ADI	1175	2	11637	[ADI 1.175, red. do ac. min. Marco Aurélio, rel. min. Carlos Velloso, j. 4-8-2004, P, DJ de 19-12-2006.]
2059	MS	33092	2	11653	[MS 33.092, rel. min. Gilmar Mendes, j. 24-3-2015, 2ª T, DJE de 17-8-2015.]
2060	MS	23550	2	11678	[MS 23.550, rel. min. Sepúlveda Pertence, j. 4-4-2001, P, DJ de 31-10-2001.]
2061	ADI	4124	2	11690	[ADI 4.124, rel. min. Nunes Marques, j. 16-12-2025, P, DJE de 26-1-2026.]
2062	ADI	1934	2	11697	[ADI 1.934, rel. min. Roberto Barroso, j. 7-2-2019, P, DJE de 26-2-2019.]
2063	ADI	3715	2	11699	[ADI 3.715, rel. min. Gilmar Mendes, j. 21-8-2014, P, DJE de 30-10-2014.]
2064	MS	21797	2	11723	[MS 21.797, rel. min. Carlos Velloso, j. 9-3-2000, P, DJ de 18-5-2001.]
2065	RE	576920	2	11736	[RE 576.920, rel. min. Edson Fachin, j. 20-4-2020, P, DJE de 9-11-2020, Tema 47, com mérito julgado.]
2066	MS	27699	2	11756	= MS 27.699 AgR, rel. min. Dias Toffoli, j. 21-8-2012, 1ª T, DJE de 4-9-2012
2067	MS	26053	2	11757	= MS 26.053 ED-segundos, rel. min. Ricardo Lewandowski, j. 14-4-2011, P, DJE de 23-5-2011
2068	MS	25525	2	11766	[MS 25.525, rel. min. Marco Aurélio, j. 17-2-2010, P, DJE de 19-3-2010.]
2069	MS	28700	2	11825	= MS 28.700, rel. min. Marco Aurélio, j. 30-10-2012, 1ª T, DJE de 22-2-2013
2070	ADI	3977	2	11866	Consideradas a autonomia e a independência asseguradas aos Tribunais de Contas pela Lei Maior, surge constitucional a limitação do padrão remuneratóri
2071	ADI	4643	2	11868	[ADI 4.643, rel. min. Luiz Fux, j. 15-5-2019, P, DJE de 3-6-2019.]
2072	ADI	1994	2	11871	Vide ADI 1.994, rel. min. Eros Grau, j. 24-5-2006, P, DJ de 8-9-2006
2073	ADI	3688	2	11894	[ADI 3.688, rel. min. Joaquim Barbosa, j. 11-6-2007, P, DJ de 24-8-2007.]
2074	ADI	3276	2	11897	[ADI 3.276, rel. min. Eros Grau, j. 2-6-2005, P, DJ de 1º-2-2008.]
2075	ADI	2596	2	11900	[ADI 2.596, rel. min. Sepúlveda Pertence, j. 19-3-2003, P, DJ de 2-5-2003.]
2076	ADI	7053	2	11904	[ADI 7.053, rel. min. Nunes Marques, red. do ac. min. Gilmar Mendes, j. 12.08.2025, P, DJE de 08.10.2025.]
2077	ADI	5276	2	11906	[ADI 5.276, rel. min. Nunes Marques, j. 25.04.2025, P, DJE de 13.05.2025.]
2078	ADI	3417	2	11918	[ADI 3.417, rel. min. Cármen Lúcia, j. 13-9-2019, P, DJE de 27-9-2019.]
2079	INQ	4954	2	11920	São conferidas as mesmas prerrogativas dos integrantes da magistratura (arts. 73, § 3º, e 75 da Constituição) aos membros dos Tribunais de Contas Esta
2080	ADI	5530	2	11927	“São inconstitucionais normas que atribuem a emissão de pareceres opinativos aos auditores de Tribunal de Contas estadual, por incompatibilidade com a
2081	ADI	6945	2	11931	[ADI 6.945, rel. min. Roberto Barroso, j. 22-8-2022, P, DJE de 5-9-2022.]
2082	ADI	5254	2	11966	[ADI 5.254, rel. min. Luís Roberto Barroso, j. 21.08.2024, P, DJE de 05.08.2025.]
2083	ADI	3307	2	11997	= ADI 3.307, rel. min. Cármen Lúcia, j. 2-2-2009, P, DJE de 29-5-2009
2084	ADI	2378	2	12008	[ADI 2.378, red. do ac. min. Celso de Mello, rel. min. Maurício Corrêa, j. 19-5-2004, P, DJ de 6-9-2007.]
2085	RE	223037	2	12014	A questão constitucional discutida nos autos é a possibilidade de execução das decisões de condenação patrimonial proferidas pelos tribunais de contas
2086	ARE	823347	2	12015	[ARE 823.347 RG, voto do rel. min. Gilmar Mendes, j. 2-10-2014, P, DJE de 28-10-2014, Tema 768, com mérito julgado.]
2087	ADI	2564	2	12047	[ADI 2.564, rel. min. Ellen Gracie, j. 8-10-2003, P, DJ de 6-2-2004.]
2088	RE	140460	2	12058	[RE 140.460, rel. min. Ilmar Galvão, j. 19-5-1993, P, DJ de 4-5-2001.]
2089	ADI	3647	2	12067	[ADI 3.647, rel. min. Joaquim Barbosa, j. 17-9-2007, P, DJE de 16-5-2008.]
2090	ADPF	402	2	12072	[ADPF 402 MC-REF, red. do ac. min. Celso de Mello, j. 7-12-2016, P, DJE de 29-8-2018.]
2091	RCL	7759	2	12087	Vide Rcl 7.759 MC, rel. min. Celso de Mello, j. 26-2-2009, dec. monocrática, DJE de 4-3-2009
2092	RE	570680	2	12105	É compatível com a Carta Magna a norma infraconstitucional que atribui a órgão integrante do Poder Executivo da União a faculdade de estabelecer as al
2093	ADI	2095	2	12125	[ADI 2.095, rel. min. Cármen Lúcia, j. 11-10-2019, P, DJE de 26-11-2019.]
2094	ADI	4218	2	12146	É cediço na doutrina que "a finalidade da competência regulamentar é a de produzir normas requeridas para a execução de leis quando estas demandem uma
2095	ADI	996	2	12152	[ADI 996 MC, rel. min. Celso de Mello, j. 11-3-1994, P, DJ de 6-5-1994.]
2096	ADI	4176	2	12153	= ADI 4.176 AgR, rel. min. Cármen Lúcia, j. 20-6-2012, P, DJE de 1º-8-2012
2097	ADI	6457	2	12227	A chefia das Forças Armadas é poder limitado, excluindo-se de seu âmbito qualquer interpretação que permita sua utilização para indevidas intromissões
2098	MS	27244	2	12242	[MS 27.244 QO, rel. min. Joaquim Barbosa, j. 13-5-2009, P, DJE de 19-3-2010.]
2099	RE	633009	2	12265	[RE 633.009 AgR, rel. min. Ricardo Lewandowski, j. 13-9-2011, 2ª T, DJE de 27-9-2011.]
2100	RE	608848	2	12266	= RE 608.848 AgR, rel. min. Teori Zavascki, j. 17-12-2013, 2ª T, DJE de 11-2-2014
2101	ADI	1634	2	12312	A Corte, no julgamento de cautelar na ADI 1.628/SC, já adotou posição quanto à aplicabilidade do quorum de 2/3 previsto na CF como o a ser observado, 
2102	ADI	978	2	12344	[ADI 978, red. do ac. min. Celso de Mello, j. 19-10-1995, P, DJ de 24-11-1995.]
2103	INQ	3983	2	12354	[Inq 3.983, rel. min. Teori Zavascki, j. 3-3-2016, P, DJE de 12-5-2016.]
2104	ADI	1075	2	12384	[ADI 1.075, rel. min. Celso de Mello, j. 5-10-2020, P, DJE de 19-10-2020.]
2105	ADI	106	2	12404	[ADI 106, red. do ac. min. Gilmar Mendes, j. 10-10-2002, P, DJ de 25-11-2005.]
2106	MS	25483	2	12436	[MS 25.483, rel. min. Ayres Britto, j. 4-6-2007, P, DJ de 14-9-2007.]
2107	ADI	4243	2	12479	[ADI 4.243, rel. min. Roberto Barroso, j. 19-12-2018, P, DJE de 6-3-2019.]
2108	ADI	5310	2	12481	ADI 5.310, voto da rel. min. Cármen Lúcia, j.14-12-2016, P, DJE de 9-10-2017.]
2109	ADI	4108	2	12485	[ADI 4.108 MC-REF, rel. min. Ellen Gracie, j. 2-2-2009, P, DJE de 6-3-2009.]
2110	ADI	3508	2	12491	[ADI 3.508, rel. min. Sepúlveda Pertence, j. 27-6-2007, P, DJ de 31-8-2007.]
2111	ADI	3053	2	12497	Art. 154, VI, da LC 59, de 18-1-2001, do Estado de Minas Gerais, que prevê hipótese de pena de demissão a magistrado em razão de procedimento incompat
2112	MS	27593	2	12521	[MS 27.593, rel. min. Ricardo Lewandowski, j. 1º-7-2010, P, DJE de 8-10-2010.]
2113	ADI	6757	2	12557	[ADI 6.757, rel. min. Nunes Marques, j. 20.02.2025, P, DJE de 24.04.2025.]
2114	MS	28254	2	12577	[MS 28.254 AgR, rel. min. Ricardo Lewandowski, j. 24-3-2011, P, DJE de 12-4-2011.]
2115	MS	31375	2	12584	= MS 31.375, rel. min. Cármen Lúcia, j. 26-6-2013, P, DJE de 8-8-2013
2116	MS	23789	2	12586	[MS 23.789, voto da rel. min. Ellen Gracie, j. 30-6-2005, P, DJ de 23-9-2005.]
2117	RE	239595	2	12593	A lista tríplice elaborada pelo tribunal deve obedecer aos dois requisitos previstos no art. 93, II, b, da Constituição do Brasil (redação anterior à 
2118	MS	27164	2	12603	= MS 27.164 AgR, rel. min. Ayres Britto, j. 16-12-2010, P, DJE de 2-3-2011
2119	MS	23445	2	12636	[MS 23.445, rel. min. Néri da Silveira, j. 18-11-1999, P, DJ de 17-3-2000.]
2120	ADI	2087	2	12651	[ADI 2.087-MC, rel. min. Sepúlveda Pertence, j. 3-11-1999, P, DJ de 19-9-2003.]
2121	ADI	5490	2	12662	[ADI 5.490, rel. min. Cármen Lúcia, j. 20-11-2019, P, DJE de 9-12-2019.]
2122	ADI	3783	2	12681	Vide ADI 3.783, rel. min. Gilmar Mendes, j. 17-3-2011, P, DJE de 6-6-2011
2123	ADPF	1174	2	12693	[ADPF 1.174 MC-REF, rel. min. Alexandre de Moraes, j. 17.03.2025, P, DJE de 21.03.2025.]
